y,gamma_polar
0.637513991106336,0.13139394520682637
0.6363561262446059,0.19835928153460208
0.6351359473243368,0.25359579586060504
0.6338428554641695,0.3091313384929479
0.6324370540567481,0.361701478518546
0.6309051044351736,0.41547775930783615
0.629281954566236,0.46837035950650974
0.627574550868127,0.5231610101801271
0.6256759228635949,0.578269110744943
0.6235587757312546,0.6345734809205359
0.6212440726351814,0.691123025666357
0.6187312212310695,0.7488845897692658
0.6160858365554085,0.8072928373415346
0.613316483025877,0.8677192166263544
0.6097646965107727,0.9312192629988397
0.6050075087212472,0.993580500610655
0.5997875581133644,1.0536803354096345
0.5945700961820836,1.1130722374049071
0.5893491118492521,1.1731907451833707
0.5823260054042713,1.2399793219838606
0.5730729826957317,1.2981232483590157
0.5633831208856636,1.3510069859619052
0.553699796460519,1.4013686345179535
0.5440162641901444,1.4506223790967827
0.5333295582999443,1.5025805035178892
0.5216241227172784,1.547235185192593
0.5099029998587684,1.5886440216886688
0.4981814708318944,1.6276694467582782
0.48654418209376016,1.6643753112218687
0.47540356197121486,1.698844517961215
0.46467553742560574,1.7340771935597032
0.45394811487796327,1.7692200723089853
0.4432150141730571,1.804396563166838
0.43211683574804355,1.84062005372287
0.41994290675441953,1.8770036293228098
0.40705488484333924,1.9090338929659556
0.3941736811125071,1.939207928575051
0.3812884126525687,1.9682898081191236
0.36814988059305875,1.997546723055458
0.3545189489873322,2.0250028810899807
0.3406479485711899,2.0492144845603875
0.3267813238387443,2.0714671033325796
0.3129116399666266,2.0920204142659546
0.29936751281967716,2.110363191460995
0.2862663152778811,2.1288240246907004
0.2732830771675925,2.1473674143106565
0.2603027026798017,2.1655868104596077
0.24732034504678954,2.1834747960973804
0.23384877918748218,2.2017776201108887
0.21983648304383274,2.217584133959817
0.20577216901309214,2.2319421720171255
0.19170819618259197,2.24526960789154
0.17763582025749253,2.2578645526196617
0.16343960285682455,2.27032489713486
0.14912785155654398,2.2801433228176453
0.13481793931714028,2.288534185926866
0.1205037061246565,2.295772111571885
0.10623304202546262,2.3018592673877687
0.09208196748238849,2.307339199328482
0.0780071301972325,2.3124688898791086
0.06393654160012725,2.316942526771971
0.04986211890215213,2.320609047277637
0.03573470622558387,2.323179249419395
0.02148296720332036,2.3248079026284674
0.007159688436674602,2.3255993190751925
-0.0071596884366746045,2.325599319075192
-0.02148296720332036,2.3248079026284674
-0.03573470622558387,2.3231792494193955
-0.04986211890215213,2.320609047277638
-0.06393654160012732,2.3169425267719723
-0.07800713019723268,2.3124688898791095
-0.09208196748238856,2.3073391993284837
-0.10623304202546262,2.3018592673877705
-0.1205037061246565,2.295772111571886
-0.13481793931714028,2.2885341859268675
-0.14912785155654398,2.2801433228176466
-0.16343960285682455,2.2703248971348615
-0.17763582025749253,2.2578645526196635
-0.19170819618259197,2.2452696078915433
-0.2057721690130922,2.231942172017127
-0.21983648304383296,2.21758413395982
-0.23384877918748226,2.201777620110891
-0.24732034504678954,2.1834747960973835
-0.2603027026798017,2.16558681045961
-0.2732830771675925,2.1473674143106596
-0.2862663152778811,2.128824024690702
-0.29936751281967716,2.110363191460997
-0.3129116399666264,2.092020414265957
-0.3267813238387443,2.0714671033325813
-0.3406479485711899,2.0492144845603892
-0.35451894898733205,2.0250028810899834
-0.36814988059305864,1.997546723055461
-0.3812884126525686,1.9682898081191267
-0.39417368111250695,1.9392079285750539
-0.4070548848433391,1.9090338929659594
-0.4199429067544194,1.8770036293228143
-0.4321168357480433,1.8406200537228736
-0.4432150141730571,1.8043965631668422
-0.4539481148779632,1.7692200723089884
-0.46467553742560574,1.7340771935597061
-0.47540356197121486,1.698844517961219
-0.48654418209376016,1.6643753112218724
-0.49818147083189435,1.6276694467582817
-0.5099029998587683,1.5886440216886721
-0.5216241227172783,1.5472351851925956
-0.5333295582999441,1.502580503517892
-0.5440162641901443,1.4506223790967854
-0.5536997964605189,1.401368634517958
-0.5633831208856634,1.3510069859619098
-0.5730729826957315,1.2981232483590204
-0.5823260054042712,1.2399793219838648
-0.5893491118492521,1.1731907451833745
-0.5945700961820835,1.11307223740491
-0.5997875581133643,1.0536803354096371
-0.6050075087212471,0.9935805006106576
-0.6097646965107726,0.9312192629988423
-0.6133164830258769,0.8677192166263569
-0.6160858365554085,0.8072928373415366
-0.6187312212310695,0.7488845897692671
-0.6212440726351814,0.6911230256663582
-0.6235587757312545,0.6345734809205374
-0.6256759228635949,0.5782691107449458
-0.627574550868127,0.5231610101801298
-0.629281954566236,0.4683703595065127
-0.6309051044351736,0.41547775930783964
-0.6324370540567481,0.36170147851855045
-0.6338428554641695,0.30913133849295443
-0.6351359473243368,0.25359579586061076
-0.6363561262446059,0.19835928153461066
-0.6375139911063358,0.13139394520683112
