beta,CL,CD,CS,CMx,CMy,CMz
0.0,0.6675510724558111,0.06764685582743155,-7.486213450354612e-16,-3.683764479611392e-15,0.1155092701186269,-2.2535137196430833e-16
1.0526315789473684,0.6671206119705979,0.06774296150390262,-0.019700221936444804,-0.07527760150073766,0.11601268960704936,-0.00954428862881337
2.1052631578947367,0.6658258724688556,0.06803043782201788,-0.039385369871216463,-0.15050727556654472,0.11752284790551766,-0.01906575336165352
3.1578947368421053,0.6636561341646289,0.0685065900150927,-0.05903978687317513,-0.22564424386366783,0.12003967124420795,-0.028542661053539205
4.2105263157894735,0.6605885134750202,0.06916629680087688,-0.0786462288357983,-0.3006524755000611,0.12356341482994505,-0.03795443895070812
5.263157894736842,0.6565804345196414,0.06999857588353013,-0.0981826256524411,-0.3755067333631669,0.1281023370780926,-0.04727817359310134
6.315789473684211,0.6515194903997303,0.07083221141520575,-0.11726918196913026,-0.448016956581997,0.133955486983076,-0.05674143586305255
7.368421052631579,0.6455639701001654,0.07160403745032963,-0.13578722438792307,-0.5181703766527337,0.14128285954706904,-0.06590601540864469
8.421052631578947,0.6389374746684392,0.07249370485320712,-0.1549053953119354,-0.5911493482049843,0.15008865598310173,-0.0743727727020471
9.473684210526315,0.6317666015693153,0.07391203055974345,-0.1748828207065149,-0.6640833590901672,0.15893780605531396,-0.0825958350660165
10.526315789473683,0.6234539691820604,0.07488249415257522,-0.19298317038771362,-0.7352564032503455,0.17009294573042055,-0.09086869171443104
11.578947368421051,0.6149045761893615,0.07659991040916844,-0.2127895403835495,-0.8100538402126817,0.18113079392326686,-0.09818784359335178
12.631578947368421,0.6061025502982674,0.07849172769749599,-0.23433941220013335,-0.8900607496954743,0.1941453202296315,-0.10554847003337631
13.68421052631579,0.5964989548112375,0.08020191221492033,-0.2579623351817341,-0.9746977951667591,0.21048679156913336,-0.11311371365459447
14.736842105263158,0.5860316085543472,0.08176381557318992,-0.28115219940574915,-1.0592156606570124,0.22870158888102582,-0.12083024997373197
15.789473684210526,0.5747457074025133,0.08332312951969717,-0.29855530883539794,-1.1223174284965012,0.24469666728368633,-0.1278250234389777
16.842105263157894,0.5337527279179702,0.08317229725807344,-0.27871672442014994,-1.069082936744171,0.2132369319507071,-0.16054473796254956
17.894736842105264,0.5066061588060149,0.08528964656505827,-0.2702237181233644,-1.0478372377937841,0.18899810404534387,-0.18465524852272466
18.94736842105263,0.48738048728619754,0.08983038330922473,-0.24456312122375337,-0.9801697747013589,0.15086768123495228,-0.19685795719818622
20.0,0.44437477018483695,0.08839725692999785,-0.22593152276418627,-0.9096469070705533,0.09219978834102185,-0.22833142190002972
